Nota Fiscal,Detalhes,Data Venda,Quantidade,Custo da Venda,Valor da Venda,Lucro,Local Vendas,Produto,Marca
NT001853,,10/04/2022,1,"3341,770061","4432,037272","1090,26721",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001854,,12/03/2022,1,"3285,440831","4149,83659","864,3957589",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001855,,09/06/2022,1,"2900,929806","3941,421974","1040,492168",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001856,,15/07/2022,1,"2781,053793","3800,430309","1019,376516",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001857,,29/10/2022,1,"3298,646612","4141,501324","842,8547115",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001858,,21/01/2022,1,"5384,758771","6172,221075","787,4623045",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001859,,22/05/2022,1,"3530,40331","4307,518504","777,1151939",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001860,,14/04/2022,1,"5395,204256","6276,711168","881,5069124",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001861,,22/10/2022,1,"4928,554869","6022,398155","1093,843286",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001862,,03/11/2022,1,"3920,374621","4318,665008","398,2903873",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001863,,05/09/2022,1,"4056,403771","4772,693589","716,289818",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001864,,29/03/2022,1,"3987,936106","4728,653372","740,7172665",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001865,,30/08/2022,1,"3939,565157","4444,67097","505,1058132",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001866,,20/02/2022,1,"4926,430976","5395,295464","468,8644882",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001867,,31/01/2022,1,"2810,563151","3735,728921","925,1657704",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001868,,12/10/2022,1,"2900,991802","3767,426941","866,4351391",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001869,,18/05/2022,1,"5130,367928","5793,86743","663,4995026",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001870,,23/11/2022,1,"2244,623885","2632,550875","387,9269901",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001871,,10/09/2022,1,"2799,16989","3702,466533","903,2966433",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001872,,15/09/2022,1,"5269,265133","5803,419713","534,1545797",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001873,,04/04/2022,1,"6162,912803","6906,355751","743,4429485",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001874,,17/09/2022,1,"5728,576078","7549,756445","1821,180367",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001875,,21/06/2022,1,"4259,969708","5531,221479","1271,251771",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001876,,19/05/2022,1,"3810,059758","4902,153588","1092,09383",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001877,,04/03/2022,1,"3211,145234","4022,939762","811,7945278",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001878,,26/05/2022,1,"5367,187128","6667,608937","1300,421809",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001879,,29/08/2022,1,"5957,45014","7840,429447","1882,979307",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001880,,24/01/2022,1,"2912,000935","3258,240817","346,2398817",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001881,,18/05/2022,1,"5547,915955","6780,918219","1233,002264",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001882,,26/11/2022,1,"5988,683905","7737,582069","1748,898164",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001883,,23/11/2022,1,"6240,443207","6925,853504","685,4102961",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001884,,18/11/2022,1,"5617,763927","7344,682487","1726,91856",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001885,,16/01/2022,1,"4441,45348","5681,736377","1240,282897",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001886,,13/06/2022,1,"5279,397737","6097,087997","817,6902601",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001887,,25/07/2022,1,"5742,771534","7184,015506","1441,243972",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001888,,26/06/2022,1,"4986,452911","5973,119468","986,6665573",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001889,,02/09/2022,1,"3375,859151","4255,990964","880,1318133",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001890,,01/08/2022,1,"4159,690469","4595,012401","435,3219316",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001891,,02/08/2022,1,"3832,890023","4508,215742","675,325719",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001892,,05/02/2022,1,"5004,726178","5530,747731","526,0215536",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001893,,03/04/2022,1,"5886,333043","7309,97576","1423,642717",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001894,,16/11/2022,1,"2241,927504","2828,329548","586,4020446",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001895,,20/01/2022,1,"4734,126122","6258,013431","1523,887309",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001896,,30/09/2022,1,"6239,963242","7754,036161","1514,072919",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001897,,27/05/2022,1,"4961,014951","5623,126388","662,1114376",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001898,,30/11/2022,1,"6037,668263","6759,979488","722,3112251",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001899,,27/09/2022,1,"3472,048595","4661,818656","1189,770061",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001900,,28/11/2022,1,"2934,354585","3255,218161","320,8635761",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001901,,28/09/2022,1,"4493,633583","5475,11161","981,4780267",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001902,,30/04/2022,1,"4387,484194","5488,867174","1101,38298",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001903,,08/08/2022,1,"2377,05395","2747,175838","370,1218873",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001904,,27/10/2022,1,"5900,819355","7739,202507","1838,383152",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001905,,05/05/2022,1,"3305,805436","4113,74338","807,9379441",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001906,,10/04/2022,1,"5192,772766","6321,187027","1128,414261",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001907,,11/08/2022,1,"3455,010452","4705,152794","1250,142342",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001908,,07/09/2022,1,"6182,87732","8127,296928","1944,419609",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001909,,30/05/2022,1,"5381,968168","6825,937136","1443,968968",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001910,,04/06/2022,1,"5656,621923","7349,20411","1692,582188",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001911,,01/06/2022,1,"5218,285819","5932,068771","713,7829519",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001912,,02/09/2022,1,"4323,54611","5058,688546","735,1424354",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001913,,17/04/2022,1,"3681,560653","4237,561069","556,000416",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001914,,22/06/2022,1,"4816,181414","5735,880306","919,6988929",Rio de Janeiro,Galaxy S20 FE,Samsung
NT001915,,26/05/2022,2,"5326,848341","6714,595374","1387,747032",Rio de Janeiro,Galaxy M53,Samsung
NT001916,,15/10/2022,2,"4740,147097","6413,005832","1672,858735",Rio de Janeiro,Galaxy M53,Samsung
NT001917,,16/05/2022,2,"10793,61645","14991,35219","4197,735741",Rio de Janeiro,Galaxy M53,Samsung
NT001918,,14/04/2022,2,"5770,574781","7176,950165","1406,375384",Rio de Janeiro,Galaxy M53,Samsung
NT001919,,13/04/2022,2,"6094,468888","6717,544799","623,0759112",Rio de Janeiro,Galaxy M53,Samsung
NT001920,,17/05/2022,2,"11241,49985","14099,56976","2858,069914",Rio de Janeiro,Galaxy M53,Samsung
NT001921,,29/04/2022,2,"5743,035112","7755,244333","2012,209221",Rio de Janeiro,Galaxy M53,Samsung
NT001922,,13/04/2022,2,"5305,187894","7066,435707","1761,247813",Rio de Janeiro,Galaxy M53,Samsung
NT001923,,09/06/2022,2,"9890,90919","13214,04089","3323,131698",Rio de Janeiro,Galaxy M53,Samsung
NT001924,,02/04/2022,2,"11329,27007","14427,26486","3097,994784",Rio de Janeiro,Galaxy M53,Samsung
NT001925,,29/03/2022,2,"10522,83286","11657,52071","1134,687849",Rio de Janeiro,Galaxy M53,Samsung
NT001926,,23/09/2022,2,"8566,581266","11839,03956","3272,458295",Rio de Janeiro,Galaxy M53,Samsung
NT001927,,09/07/2022,2,"8699,498716","11241,84727","2542,348552",Rio de Janeiro,Galaxy M53,Samsung
NT001928,,13/10/2022,2,"7284,599954","8070,802897","786,2029438",Rio de Janeiro,Galaxy M53,Samsung
NT001929,,25/03/2022,2,"6727,32635","8718,642013","1991,315662",Rio de Janeiro,Galaxy M53,Samsung
NT001930,,13/09/2022,2,"4428,704325","6098,465529","1669,761204",Rio de Janeiro,Galaxy M53,Samsung
NT001931,,18/05/2022,2,"11389,04118","13943,72406","2554,682877",Rio de Janeiro,Galaxy M53,Samsung
NT001932,,12/08/2022,2,"6384,229495","8142,652046","1758,422551",Rio de Janeiro,Galaxy M53,Samsung
NT001933,,29/06/2022,2,"8766,705732","11182,42474","2415,719004",Rio de Janeiro,Galaxy M53,Samsung
NT001934,,20/03/2022,2,"11193,49452","15462,13064","4268,636121",Rio de Janeiro,Galaxy M53,Samsung
NT001935,,26/04/2022,2,"4886,449796","5350,530459","464,0806629",Rio de Janeiro,Galaxy M53,Samsung
NT001936,,19/03/2022,2,"10967,49852","13094,3293","2126,830781",Rio de Janeiro,Galaxy M53,Samsung
NT001937,,16/09/2022,2,"12231,43837","16801,96488","4570,526519",Rio de Janeiro,Galaxy M53,Samsung
NT001938,,06/08/2022,2,"9559,177253","13141,49281","3582,315558",Rio de Janeiro,Galaxy M53,Samsung
NT001939,,16/05/2022,2,"4913,364136","5573,601355","660,237219",Rio de Janeiro,Galaxy M53,Samsung
NT001940,,12/05/2022,2,"7154,258251","9436,55616","2282,297909",Rio de Janeiro,Galaxy M53,Samsung
NT001941,,08/04/2022,2,"12188,92794","15836,57304","3647,645098",Rio de Janeiro,Galaxy M53,Samsung
NT001942,,29/06/2022,2,"10539,43376","11776,34002","1236,906257",Rio de Janeiro,Galaxy M53,Samsung
NT001943,,15/07/2022,2,"7261,276087","8061,35695","800,0808633",Rio de Janeiro,Galaxy M53,Samsung
NT001944,,09/09/2022,2,"6134,858437","6735,790206","600,9317689",Rio de Janeiro,Galaxy M53,Samsung
NT001945,,02/10/2022,2,"4444,710059","5718,770017","1274,059958",Rio de Janeiro,Galaxy M53,Samsung
NT001946,,21/05/2022,2,"7382,991925","10042,90502","2659,913095",Rio de Janeiro,Galaxy M53,Samsung
NT001947,,28/10/2022,2,"8036,411726","10058,1031","2021,691371",Rio de Janeiro,Galaxy M53,Samsung
NT001948,,14/09/2022,2,"5606,553003","6318,207082","711,6540792",Rio de Janeiro,Galaxy M53,Samsung
NT001949,,07/10/2022,2,"7789,543792","8748,60448","959,0606881",Rio de Janeiro,Galaxy M53,Samsung
NT001950,,08/09/2022,2,"12062,74861","14226,72616","2163,977544",Rio de Janeiro,Galaxy M53,Samsung
NT001951,,24/05/2022,2,"11920,70511","13049,84389","1129,138779",Rio de Janeiro,Galaxy M53,Samsung
NT001952,,20/04/2022,2,"10067,4498","13774,40561","3706,95581",Rio de Janeiro,Galaxy M53,Samsung
NT001953,,13/05/2022,2,"5064,032065","6374,773469","1310,741404",Rio de Janeiro,Galaxy M53,Samsung
NT001954,,02/07/2022,2,"11253,42303","13167,61107","1914,188041",Rio de Janeiro,Galaxy M53,Samsung
NT001955,,05/08/2022,2,"6662,74077","8731,986717","2069,245946",Rio de Janeiro,Galaxy M53,Samsung
NT001956,,11/06/2022,2,"8991,630097","11506,84048","2515,21038",Rio de Janeiro,Galaxy M53,Samsung
NT001957,,11/05/2022,2,"5726,919008","6456,16893","729,2499223",Rio de Janeiro,Galaxy M53,Samsung
NT001958,,07/06/2022,2,"10628,88889","14451,21516","3822,326274",Rio de Janeiro,Galaxy M53,Samsung
NT001959,,07/10/2022,2,"5892,12556","6988,142551","1096,016991",Rio de Janeiro,Galaxy M53,Samsung
NT001960,,07/04/2022,2,"11231,85592","14021,32148","2789,465561",Rio de Janeiro,Galaxy M53,Samsung
NT001961,,30/10/2022,2,"9540,54481","12575,2004","3034,655587",Rio de Janeiro,Galaxy M53,Samsung
NT001962,,02/01/2022,2,"5661,277898","7628,174736","1966,896838",Rio de Janeiro,Galaxy M53,Samsung
NT001963,,22/10/2022,2,"8223,579003","11281,16645","3057,58745",Rio de Janeiro,Galaxy M53,Samsung
NT001964,,28/03/2022,2,"10904,47744","13343,60371","2439,126265",Rio de Janeiro,Galaxy M53,Samsung
NT001965,,26/04/2022,2,"11884,69879","16245,7272","4361,028414",Rio de Janeiro,Galaxy M53,Samsung
NT001966,,27/07/2022,2,"10147,59841","13491,89287","3344,294456",Rio de Janeiro,Galaxy M53,Samsung
NT001967,,27/06/2022,2,"9332,384378","11602,94547","2270,561091",Rio de Janeiro,Galaxy M53,Samsung
NT001968,,30/07/2022,2,"9129,451207","10499,61654","1370,165333",Rio de Janeiro,Galaxy M53,Samsung
NT001969,,31/08/2022,2,"5362,974997","6199,58603","836,6110326",Rio de Janeiro,Galaxy M53,Samsung
NT001970,,13/03/2022,2,"12463,74245","16654,56978","4190,827331",Rio de Janeiro,Galaxy M53,Samsung
NT001971,,06/03/2022,2,"11423,05433","12777,41271","1354,358376",Rio de Janeiro,Galaxy M53,Samsung
NT001972,,15/07/2022,2,"8753,859512","10905,05681","2151,197299",Rio de Janeiro,Galaxy M53,Samsung
NT001973,,10/09/2022,2,"9888,246826","12660,2268","2771,979977",Rio de Janeiro,Galaxy M53,Samsung
NT001974,,19/08/2022,2,"8152,893633","10423,21568","2270,322048",Rio de Janeiro,Galaxy M53,Samsung
NT001975,,03/08/2022,2,"10799,39843","12335,85019","1536,451762",Rio de Janeiro,Galaxy M53,Samsung
NT001976,,19/10/2022,2,"10265,58276","13480,93899","3215,356228",Rio de Janeiro,Galaxy M53,Samsung
NT001977,,09/06/2022,2,"8762,11236","11578,38142","2816,269057",Rio de Janeiro,Galaxy M53,Samsung
NT001978,,27/02/2022,2,"7952,417385","10842,0274","2889,610014",Rio de Janeiro,Galaxy M53,Samsung
NT001979,,17/11/2022,2,"7387,422605","8104,941949","717,5193438",Rio de Janeiro,Galaxy M53,Samsung
NT001980,,11/10/2022,2,"7845,260188","9899,610144","2054,349956",Rio de Janeiro,Galaxy M53,Samsung
NT001981,,04/04/2022,2,"7150,561453","9415,769749","2265,208297",Belo Horizonte,Galaxy M53,Samsung
NT001982,,20/08/2022,2,"5731,752714","7608,215909","1876,463195",Belo Horizonte,Galaxy M53,Samsung
NT001983,,15/06/2022,2,"6881,373621","8313,445088","1432,071467",Belo Horizonte,Galaxy M53,Samsung
NT001984,,30/05/2022,2,"10745,62669","14252,98258","3507,355882",Belo Horizonte,Galaxy M53,Samsung
NT001985,,07/08/2022,2,"7591,909459","10283,25259","2691,343133",Belo Horizonte,Galaxy M53,Samsung
NT001986,,10/06/2022,2,"7769,42935","10698,56548","2929,136134",Belo Horizonte,Galaxy M53,Samsung
NT001987,,16/08/2022,2,"8536,085506","9586,627619","1050,542112",Belo Horizonte,Galaxy M53,Samsung
NT001988,,03/08/2022,2,"4478,424595","5156,652312","678,2277171",Belo Horizonte,Galaxy M53,Samsung
NT001989,,16/09/2022,2,"9909,47385","11372,15481","1462,680957",Belo Horizonte,Galaxy M53,Samsung
NT001990,,21/09/2022,2,"12184,89684","14515,13454","2330,237694",Belo Horizonte,Galaxy M53,Samsung
NT001991,,23/06/2022,2,"4560,512743","5728,336457","1167,823713",Belo Horizonte,Galaxy M53,Samsung
NT001992,,19/09/2022,2,"4879,790899","5650,909279","771,1183803",Belo Horizonte,Galaxy M53,Samsung
NT001993,,14/05/2022,2,"5902,011329","7882,574973","1980,563644",Belo Horizonte,Galaxy M53,Samsung
NT001994,,14/10/2022,2,"11884,8023","14155,93216","2271,129864",Belo Horizonte,Galaxy M53,Samsung
NT001995,,31/01/2022,2,"6723,580129","7713,859508","990,2793795",Belo Horizonte,Galaxy M53,Samsung
NT001996,,19/06/2022,2,"9480,479063","11085,10164","1604,622573",Belo Horizonte,Galaxy M53,Samsung
NT001997,,02/04/2022,2,"6351,872158","8410,29618","2058,424022",Belo Horizonte,Galaxy M53,Samsung
NT001998,,19/06/2022,2,"8844,43695","12160,61647","3316,179519",Belo Horizonte,Galaxy M53,Samsung
NT001999,,29/06/2022,2,"11743,61119","15396,80684","3653,195655",Belo Horizonte,Galaxy M53,Samsung
NT002000,,17/11/2022,2,"9863,600565","12591,9526","2728,352035",Belo Horizonte,Galaxy M53,Samsung
NT002001,,12/11/2022,2,"4524,049371","5243,8456","719,7962289",Belo Horizonte,Galaxy M53,Samsung
NT002002,,21/04/2022,2,"10131,05399","12899,57059","2768,5166",Belo Horizonte,Galaxy M53,Samsung
NT002003,,22/05/2022,2,"11048,56489","13744,93031","2696,365417",Belo Horizonte,Galaxy M53,Samsung
NT002004,,05/12/2022,2,"5737,425458","7662,927382","1925,501923",Belo Horizonte,Galaxy M53,Samsung
NT002005,,28/03/2022,2,"9210,799421","10801,12936","1590,329938",Belo Horizonte,Galaxy M53,Samsung
NT002006,,23/05/2022,2,"5987,216647","7195,071506","1207,854859",Belo Horizonte,Galaxy M53,Samsung
NT002007,,04/09/2022,2,"11153,83021","12265,22223","1111,392023",Belo Horizonte,Galaxy M53,Samsung
NT002008,,07/04/2022,2,"8600,185179","11771,04108","3170,8559",Belo Horizonte,Galaxy M53,Samsung
NT002009,,12/06/2022,2,"7972,984899","10694,89276","2721,907859",Belo Horizonte,Galaxy M53,Samsung
NT002010,,28/11/2022,2,"9419,147329","12383,30783","2964,160505",Belo Horizonte,Galaxy M53,Samsung
NT002011,,05/09/2022,2,"4932,584967","5718,631658","786,0466908",Belo Horizonte,Galaxy M53,Samsung
NT002012,,15/06/2022,2,"6609,982218","8698,425799","2088,443581",Belo Horizonte,Galaxy M53,Samsung
NT002013,,06/05/2022,2,"11138,72077","14435,19579","3296,475023",Belo Horizonte,Galaxy M53,Samsung
NT002014,,19/03/2022,2,"5740,669924","7367,211109","1626,541185",Belo Horizonte,Galaxy M53,Samsung
NT002015,,04/05/2022,2,"9045,764595","11151,54516","2105,780564",Belo Horizonte,Galaxy M53,Samsung
NT002016,,14/04/2022,2,"10919,76152","14720,18971","3800,42819",Belo Horizonte,Galaxy M53,Samsung
NT002017,,05/07/2022,2,"10290,9271","12967,05257","2676,125468",Belo Horizonte,Galaxy M53,Samsung
NT002018,,15/07/2022,2,"4817,657309","5931,147974","1113,490665",Belo Horizonte,Galaxy M53,Samsung
NT002019,,26/08/2022,2,"8479,14527","9859,788597","1380,643327",Belo Horizonte,Galaxy M53,Samsung
NT002020,,07/06/2022,2,"5099,267854","6986,347408","1887,079554",Belo Horizonte,Galaxy M53,Samsung
NT002021,,09/08/2022,2,"7399,970469","9574,719792","2174,749323",Belo Horizonte,Galaxy M53,Samsung
NT002022,,17/04/2022,2,"8192,04665","10911,36609","2719,319441",Belo Horizonte,Galaxy M53,Samsung
NT002023,,28/10/2022,2,"11375,64447","14568,07936","3192,434884",Belo Horizonte,Galaxy M53,Samsung
NT002024,,30/03/2022,2,"6996,163592","8666,762399","1670,598808",Belo Horizonte,Galaxy M53,Samsung
NT002025,,09/04/2022,2,"7783,411456","8565,459815","782,048359",Belo Horizonte,Galaxy M53,Samsung
NT002026,,18/02/2022,2,"4834,306004","5275,714562","441,4085578",Belo Horizonte,Galaxy M53,Samsung
NT002027,,26/04/2022,2,"12334,44916","13946,56033","1612,11117",Belo Horizonte,Galaxy M53,Samsung
NT002028,,09/09/2022,2,"8551,870619","11675,33496","3123,464337",Belo Horizonte,Galaxy M53,Samsung
NT002029,,03/11/2022,2,"6135,228491","7614,557244","1479,328753",Belo Horizonte,Galaxy M53,Samsung
NT002030,,29/04/2022,2,"7420,976095","10288,95559","2867,979499",Belo Horizonte,Galaxy M53,Samsung
NT002031,,03/01/2022,2,"8588,285503","11222,24591","2633,960412",Belo Horizonte,Galaxy M53,Samsung
NT002032,,14/08/2022,2,"10638,04646","12913,11672","2275,070258",Belo Horizonte,Galaxy M53,Samsung
NT002033,,27/09/2022,2,"10624,35234","12849,53077","2225,178424",Belo Horizonte,Galaxy M53,Samsung
NT002034,,12/11/2022,2,"8391,224923","10043,03023","1651,805307",Belo Horizonte,Galaxy M53,Samsung
NT002035,,20/05/2022,2,"8497,892164","11769,98164","3272,089474",Belo Horizonte,Galaxy M53,Samsung
NT002036,,13/09/2022,2,"8633,41121","11622,97507","2989,563863",Belo Horizonte,Galaxy M53,Samsung
NT002037,,13/05/2022,2,"5172,883361","6113,489715","940,6063539",Belo Horizonte,Galaxy M53,Samsung
NT002038,,06/03/2022,2,"8741,633544","10321,70427","1580,070721",Belo Horizonte,Galaxy M53,Samsung
NT002039,,14/09/2022,2,"6487,137923","7182,338058","695,2001348",Belo Horizonte,Galaxy M53,Samsung
NT002040,,13/02/2022,2,"6725,914569","9022,596013","2296,681444",Belo Horizonte,Galaxy M53,Samsung
NT002041,,26/03/2022,2,"8849,663302","10916,45634","2066,793041",Belo Horizonte,Galaxy M53,Samsung
NT002042,,06/10/2022,2,"4911,199194","6187,872996","1276,673803",Belo Horizonte,Galaxy M53,Samsung
NT002043,,23/09/2022,2,"5075,223029","7030,565673","1955,342644",Belo Horizonte,Galaxy M53,Samsung
NT002044,,20/11/2022,2,"11525,38575","15294,12285","3768,737097",Belo Horizonte,Galaxy M53,Samsung
NT002045,,22/09/2022,2,"9202,461264","10844,76898","1642,307718",Belo Horizonte,Galaxy M53,Samsung
NT002046,,04/08/2022,2,"5668,52426","6890,18231","1221,65805",Belo Horizonte,Galaxy M53,Samsung
NT002047,,16/06/2022,2,"7621,492257","8463,26612","841,773863",Belo Horizonte,Galaxy M53,Samsung
NT002048,,01/07/2022,2,"5049,280154","5726,78787","677,5077158",Belo Horizonte,Galaxy M53,Samsung
NT002049,,05/12/2022,2,"9616,425403","10843,48128","1227,055882",Belo Horizonte,Galaxy M53,Samsung
NT002050,,14/11/2022,2,"4803,656316","5619,956974","816,300658",Belo Horizonte,Galaxy M53,Samsung
NT002051,,19/08/2022,2,"7682,232625","8735,657722","1053,425097",Belo Horizonte,Galaxy M53,Samsung
NT002052,,08/01/2022,2,"12091,6585","13800,62121","1708,962709",Belo Horizonte,Galaxy M53,Samsung
NT002053,,01/08/2022,2,"12427,22652","16535,95401","4108,727494",Belo Horizonte,Galaxy M53,Samsung
NT002054,,29/11/2022,2,"6222,479419","7532,827989","1310,348571",Belo Horizonte,Galaxy M53,Samsung
NT002055,,09/07/2022,2,"9166,926419","12517,76491","3350,838493",Belo Horizonte,Galaxy M53,Samsung
NT002056,,15/02/2022,2,"11542,77425","13268,88601","1726,111759",Belo Horizonte,Galaxy M53,Samsung
NT002057,,10/04/2022,2,"12013,17617","16441,30572","4428,129548",Belo Horizonte,Galaxy M53,Samsung
NT002058,,01/11/2022,2,"6133,892863","8181,306931","2047,414068",Belo Horizonte,Galaxy M53,Samsung
NT002059,,27/07/2022,2,"8800,613752","10946,89077","2146,277023",Belo Horizonte,Galaxy M53,Samsung
NT002060,,16/11/2022,2,"9807,44764","11122,14873","1314,701094",Belo Horizonte,Galaxy M53,Samsung
NT002061,,29/10/2022,2,"7146,814635","9092,399695","1945,58506",Belo Horizonte,Galaxy M53,Samsung
NT002062,,23/04/2022,2,"6320,422509","7310,854193","990,4316837",Belo Horizonte,Galaxy M53,Samsung
NT002063,,14/05/2022,2,"7262,648779","9845,386219","2582,73744",Belo Horizonte,Galaxy M53,Samsung
NT002064,,25/10/2022,2,"5443,104911","7462,222701","2019,11779",Belo Horizonte,Galaxy M53,Samsung
NT002065,,02/02/2022,2,"7652,566127","8643,954812","991,3886851",Belo Horizonte,Galaxy M53,Samsung
NT002066,,21/09/2022,2,"12509,96442","14327,10975","1817,145331",Belo Horizonte,Galaxy M53,Samsung
NT002067,,24/03/2022,2,"12400,9645","13680,77036","1279,805855",Belo Horizonte,Galaxy M53,Samsung
NT002068,,29/03/2022,2,"9938,882763","13128,05868","3189,175915",Belo Horizonte,Galaxy M53,Samsung
NT002069,,12/04/2022,2,"7317,837589","8355,4687","1037,631111",Belo Horizonte,Galaxy M53,Samsung
NT002070,,27/05/2022,2,"5446,646774","6366,607445","919,9606708",Belo Horizonte,Galaxy M53,Samsung
NT002071,,06/10/2022,2,"4696,054396","5765,70762","1069,653224",Belo Horizonte,Galaxy M53,Samsung
NT002072,,29/11/2022,2,"5146,826181","6577,240446","1430,414265",Belo Horizonte,Galaxy M53,Samsung
NT002073,,06/08/2022,2,"4927,38207","6472,892162","1545,510092",Belo Horizonte,Galaxy M53,Samsung
NT002074,,01/12/2022,2,"11219,97308","12304,88406","1084,910976",Belo Horizonte,Galaxy M53,Samsung
NT002075,,15/06/2022,2,"6169,773874","6984,436343","814,6624691",Belo Horizonte,Galaxy M53,Samsung
NT002076,,02/06/2022,2,"9920,859807","11974,77123","2053,911418",Belo Horizonte,Galaxy M53,Samsung
NT002077,,04/01/2022,2,"6345,034186","8576,495556","2231,46137",Belo Horizonte,Galaxy M53,Samsung
NT002078,,02/02/2022,2,"6316,058806","7557,393923","1241,335117",Belo Horizonte,Galaxy M53,Samsung
NT002079,,23/05/2022,2,"11798,98086","15857,92136","4058,940501",Belo Horizonte,Galaxy M53,Samsung
NT002080,,13/05/2022,2,"11798,49597","14133,89865","2335,402686",Belo Horizonte,Galaxy M53,Samsung
NT002081,,24/10/2022,2,"6045,674726","7433,469648","1387,794922",Belo Horizonte,Galaxy M53,Samsung
NT002082,,19/02/2022,2,"10078,14181","13448,04072","3369,898913",Belo Horizonte,Galaxy M53,Samsung
NT002083,,27/04/2022,2,"7301,681748","9347,192312","2045,510564",Belo Horizonte,Galaxy M53,Samsung
NT002084,,27/09/2022,2,"9897,627939","11720,54326","1822,915325",Belo Horizonte,Galaxy M53,Samsung
NT002085,,07/04/2022,2,"11608,97124","15596,05507","3987,083833",Belo Horizonte,Galaxy M53,Samsung
NT002086,,14/11/2022,2,"6965,732977","8215,01882","1249,285843",Belo Horizonte,Galaxy M53,Samsung
NT002087,,06/04/2022,2,"8941,891224","10663,90504","1722,01382",São Paulo,Galaxy M53,Samsung
NT002088,,13/07/2022,2,"6160,627151","7891,0585","1730,431349",São Paulo,Galaxy M53,Samsung
NT002089,,17/11/2022,2,"8270,792477","9799,915342","1529,122865",São Paulo,Galaxy M53,Samsung
NT002090,,04/09/2022,2,"5757,556808","6722,156839","964,6000307",São Paulo,Galaxy M53,Samsung
NT002091,,23/09/2022,2,"8990,716688","10382,64972","1391,933036",São Paulo,Galaxy M53,Samsung
NT002092,,17/03/2022,2,"6247,400667","8195,040399","1947,639732",São Paulo,Galaxy M53,Samsung
NT002093,,26/05/2022,2,"12260,80841","16209,88282","3949,074411",São Paulo,Galaxy M53,Samsung
NT002094,,30/08/2022,2,"9013,62425","10000,50965","986,8854023",São Paulo,Galaxy M53,Samsung
NT002095,,15/05/2022,2,"7922,255802","8780,024338","857,7685363",São Paulo,Galaxy M53,Samsung
